Tipo,Titulo,DOI,Ano,Docente
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=Desenvolvimento de uma Ferramenta para Treinamento e Validação de Redes Neurais Profundas,doi=,ano=2019,docente=LÍDIO MAURO LIMA DE CAMPOS.xml
tipo=ORIENTACAO-DE-OUTRA-NATUREZA,"titulo=TUTORIA EM LINGUAGENS FORMAIS, AUTÔMATOS E COMPUTABILIDADE",doi=,ano=2018,docente=LÍDIO MAURO LIMA DE CAMPOS.xml
tipo=CONGRESSO,titulo=Uso de Ferramentas Educacionais na Disciplina de Calculo Diferencial e Integral I.I Congresso de Tecnolologias da Educação.,doi=,ano=2008,docente=LÍDIO MAURO LIMA DE CAMPOS.xml
tipo=CONFERENCIA,titulo=Uma Proposta de Metodologia de Gerência de Projetos de Desenvolvimento de Software Baseada no RUP e PMBOK,doi=,ano=2009,docente=LÍDIO MAURO LIMA DE CAMPOS.xml
tipo=CONGRESSO,titulo=Análise Qualitativa de Riscos em Projetos com Base em Regras Linguísticas e Lógica Fuzzy,doi=,ano=2010,docente=LÍDIO MAURO LIMA DE CAMPOS.xml
tipo=CONGRESSO,titulo=Redes Bayesianas Aplicadas ao Planejamento de Operações Agrícolas,doi=,ano=2000,docente=LÍDIO MAURO LIMA DE CAMPOS.xml
tipo=CONGRESSO,titulo=Estudo de Suprimento de Carga Através do Controle Automatizado de Tensão.,doi=,ano=1999,docente=LÍDIO MAURO LIMA DE CAMPOS.xml
tipo=COMUNICACAO,titulo=Redes Neurais no Reconhecimento de Padrões,doi=,ano=2009,docente=LÍDIO MAURO LIMA DE CAMPOS.xml
tipo=COMUNICACAO,titulo=TECNOLOGIA DA INFORMAÇÃO A SERVIÇO DA SAÚDE,doi=,ano=2009,docente=LÍDIO MAURO LIMA DE CAMPOS.xml
tipo=CONGRESSO,titulo=Modelo em Rede para Otimizar a Relação Conflitante Tempo-Custo em Gerenciamento de Projetos,doi=,ano=2011,docente=LÍDIO MAURO LIMA DE CAMPOS.xml
tipo=CONFERENCIA,titulo=AUTOMATIC DESIGN OF NEURAL NETWORKS WITH L-SYSTEMS AND GENETIC ALGORITHMS - A BIOLOGICALLY INSPIRED METHODOLOGY,doi=,ano=2011,docente=LÍDIO MAURO LIMA DE CAMPOS.xml
tipo=CONGRESSO,titulo=SISTEMA DE DETECÇÃO DE INTRUSÃO EM REDES DE COMPUTADORES COM USO DE TÉCNICA DE MINERAÇÃO DE DADOS,doi=,ano=2012,docente=LÍDIO MAURO LIMA DE CAMPOS.xml
tipo=CONGRESSO,titulo=A Comparative Analysis of Methodologies for Automatic Design of Artificial Neural Networks From the Beginnings until Today.,doi=,ano=2013,docente=LÍDIO MAURO LIMA DE CAMPOS.xml
tipo=CONFERENCIA,titulo=A hybrid neuro-evolutive algorithm for neural network optimization. In: IEEE World Congress on Computational Intelligence (IEEE WCCI),doi=,ano=2016,docente=LÍDIO MAURO LIMA DE CAMPOS.xml
tipo=SEMINARIO,titulo=Implementação de Algoritmos Neuro evolutivos,doi=,ano=2018,docente=LÍDIO MAURO LIMA DE CAMPOS.xml
tipo=SEMINARIO,titulo=Implementação e Testes de RNAs diretas em Tarefas de Classificação e Aprendizado por Reforço.,doi=,ano=2018,docente=LÍDIO MAURO LIMA DE CAMPOS.xml
tipo=CONGRESSO,titulo=An Agent Program Capable of Applying Local Search Strategies in the State Space of Well Defined Problems.,doi=,ano=2018,docente=LÍDIO MAURO LIMA DE CAMPOS.xml
tipo=SEMINARIO,titulo=Implementação e Testes de RNAS diretas e recorrentes multicamadas para Tarefas de Classificação e Predição,doi=,ano=2019,docente=LÍDIO MAURO LIMA DE CAMPOS.xml
tipo=SEMINARIO,titulo=Implementação de Modelos de Embriogênese Artificial e Redes Neurais Artificiais Multicamadas,doi=,ano=2019,docente=LÍDIO MAURO LIMA DE CAMPOS.xml
tipo=SIMPOSIO,titulo=Mineração de Dados com Detecção de Outliers em Tarefas de Predição de Séries Temporais,doi=,ano=2014,docente=LÍDIO MAURO LIMA DE CAMPOS.xml
tipo=SIMPOSIO,titulo=Implantação de um PMO,doi=,ano=2010,docente=LÍDIO MAURO LIMA DE CAMPOS.xml
tipo=SIMPOSIO,titulo=Mineração de Dados com Detecção de Outliers em Tarefas de Predição de Séries Temporais,doi=,ano=2014,docente=LÍDIO MAURO LIMA DE CAMPOS.xml
tipo=SIMPOSIO,titulo=Modelos Não lineares Recorrentes com Capacidade de Extrapolação - Um Estudo para Predição do Índice de Preços ao Consumidor (IPC-BR),doi=,ano=2012,docente=LÍDIO MAURO LIMA DE CAMPOS.xml
tipo=CONFERENCIA,titulo=Bio-Inspired System for Electricity Price Forecast in the Brazilian Market,doi=,ano=2020,docente=LÍDIO MAURO LIMA DE CAMPOS.xml
tipo=CONFERENCIA,titulo=Wind-power multi-step predictions in northeastern Brazilian regions using artifical neural networks,doi=,ano=2020,docente=LÍDIO MAURO LIMA DE CAMPOS.xml
tipo=SIMPOSIO,titulo=Aplicação De Técnicas De Mineração De Dados Em Problemas De Classificação,doi=,ano=2020,docente=LÍDIO MAURO LIMA DE CAMPOS.xml
tipo=SEMINARIO,titulo=Aplicações de Técnicas de Mineração de dados em Problemas de Reconhecimento de Padrões.,doi=,ano=2020,docente=LÍDIO MAURO LIMA DE CAMPOS.xml
tipo=SEMINARIO,titulo=Identificação de Sistemas utilizando Redes Neurais Profundas.,doi=,ano=2020,docente=LÍDIO MAURO LIMA DE CAMPOS.xml
tipo=SIMPOSIO,titulo=Aplicação De Redes Neurais Profundas Para Detecção De Notas Bancárias Falsas,doi=,ano=2019,docente=LÍDIO MAURO LIMA DE CAMPOS.xml
tipo=Software,titulo=SISTEMA DE ANÁLISE QUÍMICA DE SOLOS,doi=,ano=1998,docente=LÍDIO MAURO LIMA DE CAMPOS.xml
tipo=Software,titulo=SISTEMA DE ANÁLISE QUÍMICA DE PLANTAS,doi=,ano=1999,docente=LÍDIO MAURO LIMA DE CAMPOS.xml
tipo=Software,titulo=SISTEMA DE INTERCÂMBIO ENTRE BIBLIOTECAS,doi=,ano=2000,docente=LÍDIO MAURO LIMA DE CAMPOS.xml
tipo=Software,titulo=IMPLANTAÇÃO DA BIBLIOTECA VIRTUAL DE AGROPECUÁRIA NA AMAZÔNIA,doi=,ano=2000,docente=LÍDIO MAURO LIMA DE CAMPOS.xml
tipo=Software,titulo=Sistema de Informações Tecnológicas sobre Agropecuária (SINTEC),doi=,ano=1998,docente=LÍDIO MAURO LIMA DE CAMPOS.xml
tipo=TrabalhoEventos,titulo=JavaTool: Uma Ferramenta para o Ensino de Programação,doi=,ano=2008,docente=MARCELLE PEREIRA MOTA.xml
tipo=TrabalhoEventos,titulo=Ambiente Integrado à Plataforma Moodle para Apoio ao Desenvolvimento das Habilidades Iniciais de Programação,doi=,ano=2009,docente=MARCELLE PEREIRA MOTA.xml
tipo=TrabalhoEventos,titulo=Documentation Comes to Life in Computational Thinking Acquisition with Agentsheets,doi=,ano=2012,docente=MARCELLE PEREIRA MOTA.xml
tipo=TrabalhoEventos,titulo=On signifying the complexity of inter-agent relations in agentsheets games and simulations,doi=10.1145/2507065.2507070,ano=2013,docente=MARCELLE PEREIRA MOTA.xml
tipo=TrabalhoEventos,titulo=Considerações de Usabilidade para Interação por Voz em Aplicações Móveis de Realidade Aumentada,doi=,ano=2015,docente=MARCELLE PEREIRA MOTA.xml
tipo=TrabalhoEventos,titulo=Suggestions for Interface Design Using Head Tracking and Voice Commands,doi=10.1145/3033701.3033713,ano=2016,docente=MARCELLE PEREIRA MOTA.xml
tipo=TrabalhoEventos,titulo=An Initial Study on Meanings Facets in IvProg programs,doi=10.1145/3033701.3033745,ano=2016,docente=MARCELLE PEREIRA MOTA.xml
tipo=TrabalhoEventos,titulo=A Study on Knowledge Transfer Between Programming Languages by Programs Meanings Facets,doi=10.1145/3160504.3160530,ano=2017,docente=MARCELLE PEREIRA MOTA.xml
tipo=TrabalhoEventos,titulo=Analyzing the benefits of the combined interaction of head and eye tracking in 3D visualization information,doi=10.1145/3160504.3160532,ano=2017,docente=MARCELLE PEREIRA MOTA.xml
tipo=TrabalhoEventos,titulo=Virtualização de monumentos em dispositivos móveis: Relato do desenvolvimento e Avaliação de um Ambiente de Patrimônio Virtual e Turismo Ubíquo,doi=,ano=2017,docente=MARCELLE PEREIRA MOTA.xml
tipo=TrabalhoEventos,titulo=Adaptation and Automation of a Cancellation Test for Evaluation of Exploratory Visual Behavior,doi=10.1145/3274192.3274197,ano=2018,docente=MARCELLE PEREIRA MOTA.xml
tipo=TrabalhoEventos,titulo=A Proposal for an Adaptive Game to Support the Skills Development in Children with Disabilities,doi=10.1145/3274192.3274235,ano=2018,docente=MARCELLE PEREIRA MOTA.xml
tipo=TrabalhoEventos,"titulo=IHC na Universidade: Ensino, Pesquisa e Extensão",doi=,ano=2017,docente=MARCELLE PEREIRA MOTA.xml
tipo=TrabalhoEventos,titulo=Um Jogo da Memória para Crianças com Deficiência,doi=,ano=2017,docente=MARCELLE PEREIRA MOTA.xml
tipo=TrabalhoEventos,titulo=Proposal and Evaluation of Textual Description Templates for Bar Charts Vocalization,doi=10.1109/IV.2019.00036,ano=2019,docente=MARCELLE PEREIRA MOTA.xml
tipo=TrabalhoEventos,titulo=UXmood - A Tool to Investigate the User Experience (UX) Based on Multimodal Sentiment Analysis and Information Visualization (InfoVis),doi=10.1109/iv.2019.00038,ano=2019,docente=MARCELLE PEREIRA MOTA.xml
tipo=TrabalhoEventos,titulo=A study on customizing interaction in adaptable games,doi=10.1145/3357155.3358468,ano=2019,docente=MARCELLE PEREIRA MOTA.xml
tipo=TrabalhoEventos,titulo=Cuca Fresca: Estudo de Caso de um Jogo da Memória Sério Adaptável,doi=,ano=2019,docente=MARCELLE PEREIRA MOTA.xml
tipo=TrabalhoEventos,titulo=Um Modelo para Auxiliar a Descoberta e Classificação de Conteúdo para Ambientes Virtuais de Aprendizagem,doi=,ano=2020,docente=MARCELLE PEREIRA MOTA.xml
tipo=TrabalhoEventos,titulo=A Smartphone Application for Car Horn Detection to Assist Hearing-Impaired People in Driving,doi=,ano=2020,docente=MARCELLE PEREIRA MOTA.xml
tipo=TrabalhoEventos,titulo=LocaLibras: An Inclusive Geolocation Application,doi=,ano=2020,docente=MARCELLE PEREIRA MOTA.xml
tipo=TrabalhoEventos,titulo=ChartVision: Accessible Vertical Bar Charts,doi=,ano=2020,docente=MARCELLE PEREIRA MOTA.xml
tipo=TrabalhoEventos,titulo=On the Study of Visual Exploration vs. Educational Levels Using an Automated Cancellation Test,doi=,ano=2020,docente=MARCELLE PEREIRA MOTA.xml
tipo=TrabalhoEventos,titulo=Usability Considerations For Coercion-Resistant Election Systems,doi=10.1145/3274192.3274232,ano=2018,docente=MARCELLE PEREIRA MOTA.xml
tipo=ArtigosPublicados,titulo=Signifying Software Engineering to Computational Thinking Learners with AgentSheets and PoliFacets,doi=10.1016/j.jvlc.2017.01.005,ano=2017,docente=MARCELLE PEREIRA MOTA.xml
tipo=ArtigosPublicados,titulo=An Empirical Study on the Adaptation and Automation of a Cancellation Test for Children,doi=10.5753/jis.2019.555,ano=2019,docente=MARCELLE PEREIRA MOTA.xml
tipo=CapitulosPublicados,titulo=Aspects of Voice Interaction on a Mobile Augmented Reality Application,doi=10.1007/978-3-319-39907-2_19,ano=2016,docente=MARCELLE PEREIRA MOTA.xml
tipo=CapitulosPublicados,titulo=Evaluation of Information Visualization Interaction Techniques Using Gestures and Widgets in 3D Environments,doi=10.1007/978-3-319-39907-2_24,ano=2016,docente=MARCELLE PEREIRA MOTA.xml
tipo=CapitulosPublicados,titulo=Guidelines for Graphical User Interface Design in Mobile Augmented Reality Applications,doi=10.1007/978-3-319-39907-2_7,ano=2016,docente=MARCELLE PEREIRA MOTA.xml
tipo=CapitulosPublicados,titulo=IVOrpheus 2.0 - A Proposal for Interaction by Voice Command-Control in Three Dimensional Environments of Information Visualization,doi=10.1007/978-3-319-40349-6_33,ano=2016,docente=MARCELLE PEREIRA MOTA.xml
tipo=CapitulosPublicados,titulo=VoxLaps: A Free Symbol-Based AAC Application for Brazilian Portuguese,doi=10.1007/978-3-319-40244-4_13,ano=2016,docente=MARCELLE PEREIRA MOTA.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=Avaliação e redesenho do sistema gerencial de assistência estudantil da UFPA baseados na Engenharia Semiótica,doi=,ano=2015,docente=MARCELLE PEREIRA MOTA.xml
tipo=INICIACAO_CIENTIFICA,titulo=Apoio ao desenvolvimento da pesquisa no projeto PoliFacets,doi=,ano=2016,docente=MARCELLE PEREIRA MOTA.xml
tipo=INICIACAO_CIENTIFICA,titulo=Desenvolvimento de Métodos para Avaliar Novas Tecnologias de Interação Humano-Computador,doi=,ano=2016,docente=MARCELLE PEREIRA MOTA.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=Idosos e jogos digitais: contribuição para um envelhecimento ativo,doi=,ano=2017,docente=MARCELLE PEREIRA MOTA.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=Um Estudo sobre Transferência de Conhecimento de uma Linguagem de Programação Visual para uma Linguagem de Programação Textual,doi=,ano=2017,docente=MARCELLE PEREIRA MOTA.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=Virtualização de Monumentos em Dispositivos Móveis: Relato do Desenvolvimento e Avaliação de um Ambiente de Patrimônio Virtual e Turísmo Ubíquo,doi=,ano=2017,docente=MARCELLE PEREIRA MOTA.xml
tipo=INICIACAO_CIENTIFICA,titulo=Uma plataforma adaptável de jogos para o desenvolvimento de habilidades de crianças com deficiência,doi=,ano=2019,docente=MARCELLE PEREIRA MOTA.xml
tipo=INICIACAO_CIENTIFICA,titulo=Primeiros Passos da Comunicação por meio de Computador para Crianças com Deficiência,doi=,ano=2017,docente=MARCELLE PEREIRA MOTA.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=Cuca Fresca: Um Jogo da Memória Adaptável para Crianças com Deficiência,doi=,ano=2018,docente=MARCELLE PEREIRA MOTA.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=Aplicativo para Professores de Alunos com Autismo no Ensino Superior na Universidade Federal do Pará,doi=,ano=2018,docente=MARCELLE PEREIRA MOTA.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,"titulo=Desenvolvimento e Avaliação do Aplicativo: Autismo - Cartões De Emoções, Expressões e Ações",doi=,ano=2019,docente=MARCELLE PEREIRA MOTA.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=Amazonize: uma Ferramenta para Promover a Cultura Amazônica,doi=,ano=2019,docente=MARCELLE PEREIRA MOTA.xml
tipo=ORIENTACAO-DE-OUTRA-NATUREZA,titulo=Um aplicativo multiplataforma para geolocalização de surdos utilizando libras regionais,doi=,ano=2019,docente=MARCELLE PEREIRA MOTA.xml
tipo=INICIACAO_CIENTIFICA,titulo=Desenvolvimento de Jogos Acessíveis e Adaptáveis,doi=,ano=2019,docente=MARCELLE PEREIRA MOTA.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=Metáforas de Perspectivas Culturais para Apoiar o Ensino De Programação: um Estudo de Caso,doi=,ano=2019,docente=MARCELLE PEREIRA MOTA.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=ChartVision: Gráficos de Barras Verticais Acessíveis,doi=,ano=2019,docente=MARCELLE PEREIRA MOTA.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=Um Estudo Empírico Sobre Exploração Visual e Níveis Educacionais Utilizando um Teste de Cancelamento Automatizado,doi=,ano=2019,docente=MARCELLE PEREIRA MOTA.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=SIGAS - Desenvolvimento de um Sistema Integrado de Gerenciamento e Agendamento da Saúde,doi=,ano=2019,docente=MARCELLE PEREIRA MOTA.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=LattesPlan: Uma Ferramenta para Extrac&#807;a&#771;o e Organizac&#807;a&#771;o de Informac&#807;o&#771;es de Curri&#769;culos Lattes,doi=,ano=2019,docente=MARCELLE PEREIRA MOTA.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=ADAPTAQUEBRA-CABEÇA: Uma Proposta de Jogo Adaptável para Crianças com Deficiência,doi=,ano=2019,docente=MARCELLE PEREIRA MOTA.xml
tipo=ORIENTACAO-DE-OUTRA-NATUREZA,titulo=Primeiros passos da comunicação por meio de computador para crianças com deficiência,doi=,ano=2017,docente=MARCELLE PEREIRA MOTA.xml
tipo=Dissertação de mestrado,titulo=Adaptação e Automatização de um Teste de Cancelamento para Avaliação do Comportamento Visual Exploratório,doi=,ano=2019,docente=MARCELLE PEREIRA MOTA.xml
tipo=Dissertação de mestrado,titulo=Um Conjunto de Características de Personalização da Interação para Jogos AdaptáveisUm Conjunto de Características de Personalização da Interação para Jogos Adaptáveis,doi=,ano=2020,docente=MARCELLE PEREIRA MOTA.xml
tipo=Dissertação de mestrado,titulo=Proposta e Avaliação de Modelos de Descrição Textual para Vocalização de Gráficos de Barras,doi=,ano=2020,docente=MARCELLE PEREIRA MOTA.xml
tipo=OUTRA,titulo=JavaTool: Uma ferramenta para ensino de programação,doi=,ano=2007,docente=MARCELLE PEREIRA MOTA.xml
tipo=SIMPOSIO,titulo=Ambiente Integrado à Plataforma Moodle para Apoio ao Desenvolvimento das Habilidades Iniciais de Programação,doi=,ano=2009,docente=MARCELLE PEREIRA MOTA.xml
tipo=SIMPOSIO,titulo=Documentation Comes to Life in Computational Thinking Acquisition with Agentsheets,doi=,ano=2012,docente=MARCELLE PEREIRA MOTA.xml
tipo=CONFERENCIA,titulo=On Signifying the Complexity of Inter-Agent Relations in AgentSheets Games and Simulations,doi=,ano=2013,docente=MARCELLE PEREIRA MOTA.xml
tipo=SIMPOSIO,titulo=Um Estudo Inicial sobre Facetas de Significados de Programas no IvProg,doi=,ano=2016,docente=MARCELLE PEREIRA MOTA.xml
tipo=OUTRA,titulo=Casos de pesquisas sobre acessibilidade em sistemas computacionais,doi=,ano=2020,docente=MARCELLE PEREIRA MOTA.xml
tipo=SIMPOSIO,titulo=Um Estudo Sobre Transferência de Conhecimento Entre Linguagens de Programação por Meio de Facetas de Significados de Programas,doi=,ano=2017,docente=MARCELLE PEREIRA MOTA.xml
tipo=Software,titulo=PoliFacets,doi=,ano=2014,docente=MARCELLE PEREIRA MOTA.xml
tipo=Software,titulo=JavaTool,doi=,ano=2007,docente=MARCELLE PEREIRA MOTA.xml
tipo=TrabalhoEventos,titulo=Educação a Distância e Informática,doi=,ano=2002,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=TrabalhoEventos,"titulo=O desafio da inovação tecnológica na democratização do saber (Planear: uma experiência de educação continuada -a distância, no Estado do Pará)",doi=,ano=2001,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=TrabalhoEventos,titulo=Flonas: uma alternativa de uso sustentável da floresta,doi=,ano=2001,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=TrabalhoEventos,titulo=PitagorasNet: um prototipo de objeto de aprendizagem para o ensino da matematica,doi=,ano=2008,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=TrabalhoEventos,titulo=Forças e Fraquezas da Educacao on-line: um estudo de caso do curso de especialização Planear II,doi=,ano=2007,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=TrabalhoEventos,titulo=O blog como ferramenta na formação reflexiva de práticas tutoriais : uma proposta em construção,doi=,ano=2008,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=TrabalhoEventos,titulo=UFPA Multimídia: uma experiência de uso das TICs para o fortalecimento do ensino de graduação na Amazônia,doi=,ano=2012,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=TrabalhoEventos,titulo=Avaliando objetos de aprendizagem matemática de forma integrada e participativa,doi=,ano=2009,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=TrabalhoEventos,titulo=MIAOA: uma proposta metodológica integrada de avaliação de objetos de aprendizagem de matemática,doi=,ano=2008,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=TrabalhoEventos,titulo=Contribuição dio ambiente virtual de aprendizagem Moodle para o curso de gestão escolar na formação dos alunos no estado do Pará,doi=,ano=2010,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=TrabalhoEventos,titulo=Convergência Midiática na TV aberta brasileira: o caso do programa SuperStar,doi=,ano=2014,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=TrabalhoEventos,titulo=Análise das Perspectivas do Programa NavegaPará em Sua Interface com a Inclusão Digital,doi=,ano=2012,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=TrabalhoEventos,titulo=Critical analysis of an Amazon program of Digital Inclusion: The Navegapará in the city of Belém,doi=,ano=2014,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=TrabalhoEventos,"titulo=RAZÕES DA PERSISTÊNCIA NA GRADUAÇÃO A DISTÂNCIA: percepção dos alunos do curso de Licenciatura em Letras da UFPA, Polo Goianésia do Pará",doi=,ano=2013,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=TrabalhoEventos,titulo=Avaliação de Aplicação de Segunda Tela Utilizando Métricas de IHC: Um Estudo de Caso,doi=,ano=2015,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=TrabalhoEventos,titulo=Aprendizagem de iniciantes em algoritmos e programação: foco nas competências de autoavaliação,doi=,ano=2011,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=TrabalhoEventos,titulo=Proposta de melhoria na interface do Moodle,doi=,ano=2013,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=TrabalhoEventos,titulo=Recommendations to Improve User Experience in Second Screen Applications: A Case Study,doi=,ano=2017,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=TrabalhoEventos,titulo=A utilização de ambiente virtual de aprendizagem na formação de discentes do curso de pedagogia,doi=,ano=2018,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=TrabalhoEventos,"titulo=UM ESTUDO SOBRE A DISCIPLINA ALGORITMOS OU EQUIVALENTE DOS CURSOS DE GRADUA O QUANTO AO ENSINO, APRENDIZADO E CONTE DO: UMA APLICA O DE SURVEY",doi=10.5748/9788599693148-15CONTECSI/PS-5762,ano=2018,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=TrabalhoEventos,titulo=Gamificação e Avaliação de um Framework de Ensino e Aprendizagem para a Disciplina Algoritmos: Um Estudo de Caso,doi=,ano=2018,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=TrabalhoEventos,titulo=Metodologia 7Cs: Uma Nova Proposta de Aprendizagem para a Disciplina Algoritmos,doi=,ano=2019,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=TrabalhoEventos,titulo=Um Framework Gamificado para Ensino e Aprendizagem de uma Disciplina de Algoritmos ou Equivalente,doi=,ano=2018,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=TrabalhoEventos,titulo=Uma Avaliação Experimental do Uso de um Framework Gamificado para a Disciplina Algoritmos e Equivalente,doi=,ano=2019,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=TrabalhoEventos,titulo=ABORDAGENS GAMIFICADAS PARA O ENSINO E APRENDIZAGEM NA DISCIPLINA ALGORITMOS: UMA REVISAO SISTEMATICA DA LITERATURA,doi=10.5748/16CONTECSI/EDU-6065,ano=2019,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=TrabalhoEventos,titulo=UM FRAMEWORK GAMIFICADO PARA O ENSINO E APRENDIZAGEM DA DISCIPLINA ALGORITMOS OU EQUIVALENTES,doi=10.5748/16CONTECSI/EDU-6064,ano=2019,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=TrabalhoEventos,titulo=Informática e Educação: indagações e ações,doi=,ano=2002,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=ArtigosPublicados,titulo=Pontos que facilitam ou dificultam a aprendizagem a distância on-line: a questão da autonomia,doi=,ano=2006,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=ArtigosPublicados,titulo=Os caminhos da Universidade Federal do Pará na busca da qualidade da educação a distância,doi=,ano=2010,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=ArtigosPublicados,titulo=UFPA Multimídia: uma experiência de uso das TICs para o fortalecimento do ensino de graduação na Amazônia,doi=,ano=2012,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=ArtigosPublicados,titulo=ANÁLISE DO PROGRAMA DE INCLUSÃO DIGITAL NAVEGAPARÁ EM ESCOLAS DA REDE ESTADUAL DO MUNICÍPIO DE BELÉM,doi=,ano=2013,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=ArtigosPublicados,titulo=Novas Tecnologias e Formação Continuada de Professores de História,doi=,ano=2012,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=ArtigosPublicados,titulo=Persistence in Distance Education: A Study Case Using Bayesian Network to Understand Retention,doi=10.4018/ijdet.2017100104,ano=2017,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=ArtigosPublicados,titulo=Microblogs como Espaço de Propaganda Política: um estudo de caso do twitter,doi=,ano=2011,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=ArtigosPublicados,titulo=O papel da incerteza no planejamento de sistemas de educação a distância,doi=,ano=2008,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=CapitulosPublicados,titulo=Critical Analysis of an Amazon Program of Digital Inclusion:,doi=10.4018/978-1-4666-8740-0.ch016,ano=2015,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=CapitulosPublicados,titulo=Ressignificação do Ensino para a Formação de Novos Engenheiros: das Estratégias Ativas de Aprendizagem ao Mundo Contemporâneo,doi=,ano=2016,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=CapitulosPublicados,titulo=Inovação e conhecimento nas cidades-floresta: a experiência da EaD em uma universidade amazônica,doi=,ano=2018,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=MONOGRAFIA_DE_CONCLUSAO_DE_CURSO_APERFEICOAMENTO_E_ESPECIALIZACAO,titulo=Do texto ao computador,doi=,ano=1999,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=MONOGRAFIA_DE_CONCLUSAO_DE_CURSO_APERFEICOAMENTO_E_ESPECIALIZACAO,titulo=Informática educativa no Instituto Dom Bosco,doi=,ano=1999,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=MONOGRAFIA_DE_CONCLUSAO_DE_CURSO_APERFEICOAMENTO_E_ESPECIALIZACAO,titulo=Informática na Educação: repensando as formas de utilização do computador na educação,doi=,ano=1998,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=MONOGRAFIA_DE_CONCLUSAO_DE_CURSO_APERFEICOAMENTO_E_ESPECIALIZACAO,titulo=Integração de Novas Tecnologias no Contexto escolar: uma enfase ais softwares multimidia,doi=,ano=1998,docente=MARIANNE KOGUT ELIASQUEVICI.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=Propostas de Projetos Educacionais via Internet,doi=,ano=1999,docente=MARIANNE KOGUT ELIASQUEVICI.xml
